txid	height	timestamp	amount_atomic	new_address	new_amount_atomic	new_txid	status
608a24c08e86c61ccc28d02a2f09fa355b5e962f3b0c1f83e6c7ee90b5eb5f84	1771025	1771962264	10000	XEQTJ5NTrvvJW9bE2YMWPLCjCjmk1f9tWXYtJaAecmNxXnFrwDsvcJrj6h1Y59geABJHDfpZm9pz5jQ2NNp3j3TX6r8aV6dimq	1000000000		1
aeacd8f31c4f0da4a1348280d81121278679de4970a26ad4c25a311c9e78a809	1771055	1771965363	19900	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1990000000		1
3e94f82e1b46b72b0de7325b9732fd09c407317974d50715cbb540de238d2c6a	1771059	1771965736	171700	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	17170000000		1
4529d543deb07eb5f68f0ab77b83984016149c335483c43f36d4229edac9b902	1771060	1771965775	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
0ab9abb19f4bfe57b44b141d2b36b1700923d36f172a54378db2db0fc45fa937	1771090	1771969436	171800	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	17180000000		1
d65d1167d15cd5c453fe00e733c3c9bf7ff74c949d23bb7d4ff14c63d6eace0f	1771111	1771971878	10100	XEQTVuGAEr3gfuA7kMoF9mJnWTuYUYsgaB61q7hAKHSPD7YziPUuczmGTY66j4MssNjHfahAcmU5Mif5XS7wmwwp2HCFAv98aB	1010000000		1
ef6f9b0407d2f0932fae1d35f512a5aaeac5f506c8c152ba8188f011c00af8bc	1771155	1771976870	20000	XEQT7zC8pB99aeqC9r9miofQFkr7EggwnFsivZMvhQwzHdcZ8FrgvoXSEpXZojPwaU2vbGtxqgTzc8wt3e2z9fwL44B7FZPxxc	2000000000		1
5e8180432b44954d83accec8591e85f0644cf4e9c49d3feb902f178fdcda2395	1771175	1771979418	12500	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1250000000		1
d3c76574393d397cfff23a9a42fe5a7707781f9628f0ac52099d1ae1d8029482	1771175	1771979418	11000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1100000000		1
9cb0d6e560cd77d7c8db8eb8451448e951c2c6ce30202d569d45ee7225f31d8b	1771373	1772004176	100000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	10000000000		1
